Isolate Name,Accession Code,Population,Year of Isolation,Serotype,Vaccine Type,ST,SequenceCluster,
SMRU1336,ERR060044,Maela,2009,6B,VT,4422,24,
SMRU1341,ERR060049,Maela,2009,6B,VT,5127,24,
SMRU1787,ERR063796,Maela,2009,6B,VT,5127,24,
SMRU2035,ERR063828,Maela,2009,6B,VT,4422,24,
SMRU2073,ERR063866,Maela,2009,NT,NVT,6714,24,
SMRU2097,ERR063890,Maela,2009,6B,VT,5127,24,
SMRU2127,ERR063920,Maela,2009,6B,VT,DLV2713,24,
SMRU2178,ERR063971,Maela,2009,6B,VT,4422,24,
SMRU2187,ERR063980,Maela,2009,6B,VT,5127,24,
SMRU2506,ERR064011,Maela,2010,6A,VT,5127,24,
SMRU2516,ERR064021,Maela,2010,6A,VT,5127,24,
SMRU2520,ERR064025,Maela,2010,6B,VT,4422,24,
SMRU2688,ERR064090,Maela,2010,6B,VT,5127,24,
SMRU2727,ERR064129,Maela,2010,6B,VT,DLV2713,24,
SMRU2405,ERR064143,Maela,2010,6B,VT,6831,24,
SMRU2433,ERR064171,Maela,2010,6B,VT,SLV5116,24,
SMRU2441,ERR064179,Maela,2010,6B,VT,DLV2713,24,
SMRU2475,ERR064213,Maela,2010,6B,VT,5127,24,
SMRU2482,ERR064220,Maela,2010,6B,VT,4414,24,
SMRU2489,ERR064227,Maela,2010,6B,VT,6703,24,
SMRU2656,ERR066191,Maela,2010,6B,VT,5127,24,
SMRU2283,ERR066250,Maela,2010,NT,NVT,6714,24,
SMRU2294,ERR066261,Maela,2010,6B,VT,5127,24,
SMRU2614,ERR067837,Maela,2010,6A,VT,5127,24,
SMRU2616,ERR067839,Maela,2010,6B,VT,5127,24,
SMRU2638,ERR067861,Maela,2010,6B,VT,DLV2713,24,
SMRU2863,ERR067870,Maela,2010,23F,VT,DLV4422,24,
SMRU2871,ERR067878,Maela,2010,NT,NVT,6714,24,
SMRU2833,ERR067888,Maela,2010,6B,VT,5127,24,
SMRU2890,ERR067921,Maela,2010,6A,VT,5127,24,
SMRU2905,ERR067936,Maela,2010,6B,VT,DLV2713,24,
SMRU2922,ERR067953,Maela,2010,NT,NVT,6714,24,
SMRU2773,ERR069623,Maela,2010,NT,NVT,6714,24,
SMRU2801,ERR069651,Maela,2010,23F,VT,DLV4422,24,
SMRU2806,ERR069656,Maela,2010,6B,VT,4422,24,
SMRU2819,ERR069669,Maela,2010,6A,VT,5127,24,
SMRU3035,ERR072184,Maela,2010,6A,VT,5127,24,
SMRU3039,ERR072188,Maela,2010,6A,VT,5127,24,
SMRU3047,ERR072196,Maela,2010,6B,VT,5127,24,
SMRU3093,ERR072242,Maela,2010,6A,VT,5127,24,
SMRU2940,ERR084166,Maela,2010,6B,VT,6831,24,
SMRU2946,ERR084172,Maela,2010,6B,VT,6703,24,
SMRU2993,ERR084219,Maela,2010,6B,VT,4422,24,
SMRU3006,ERR084232,Maela,2010,6B,VT,6831,24,
SMRU3124,ERR084278,Maela,2010,6B,VT,5127,24,
SMRU3129,ERR084283,Maela,2010,6A,VT,5127,24,
SMRU3133,ERR084287,Maela,2010,6A,VT,5127,24,
SMRU3136,ERR084290,Maela,2009,6B,VT,5127,24,
SMRU3140,ERR084294,Maela,2009,6B,VT,4422,24,
SMRU3142,ERR084296,Maela,2009,6B,VT,95,24,
SMRU3143,ERR084297,Maela,2009,6B,VT,4422,24,
SMRU639,ERR273518,Maela,2008,NT,NVT,6714,24,
SMRU1421,ERR056759,Maela,2009,7B,NVT,DLV1181,25,
SMRU23,ERR039582,Maela,2007,35F,NVT,DLV4935,26,
SMRU53,ERR039612,Maela,2008,32A,NVT,5092,26,
SMRU98,ERR047895,Maela,2008,4,VT,6688,26,
SMRU109,ERR047906,Maela,2008,4,VT,5120,26,
SMRU111,ERR047908,Maela,2008,4,VT,5099,26,
SMRU123,ERR047920,Maela,2008,28F,NVT,4399,26,
SMRU139,ERR047936,Maela,2008,28F,NVT,4399,26,
SMRU140,ERR047937,Maela,2008,28F,NVT,4399,26,
SMRU141,ERR047938,Maela,2008,32A,NVT,5092,26,
SMRU144,ERR047941,Maela,2008,28F,NVT,4399,26,
SMRU269,ERR047946,Maela,2008,4,VT,5099,26,
SMRU276,ERR047953,Maela,2008,3,NVT,4389,26,
SMRU293,ERR047970,Maela,2008,3,NVT,4389,26,
SMRU294,ERR047971,Maela,2008,3,NVT,4389,26,
SMRU312,ERR047989,Maela,2008,4,VT,5120,26,
SMRU364,ERR047993,Maela,2008,3,NVT,4389,26,
SMRU376,ERR048005,Maela,2008,3,NVT,4389,26,
SMRU395,ERR048024,Maela,2008,4,VT,5099,26,
SMRU405,ERR048034,Maela,2008,4,VT,5120,26,
SMRU330,ERR048055,Maela,2008,32F,NVT,5092,26,
SMRU342,ERR048067,Maela,2008,4,VT,5120,26,
SMRU416,ERR048093,Maela,2008,32F,NVT,5092,26,
SMRU422,ERR048099,Maela,2008,32A,NVT,5092,26,
SMRU428,ERR048105,Maela,2008,10A,NVT,4113,26,
SMRU465,ERR048142,Maela,2008,28F,NVT,4402,26,
SMRU491,ERR048168,Maela,2008,4,VT,5120,26,
SMRU498,ERR048175,Maela,2008,3,NVT,4389,26,
SMRU500,ERR048177,Maela,2008,32A,NVT,5092,26,
SMRU513,ERR048190,Maela,2008,32F,NVT,5092,26,
SMRU145,ERR049079,Maela,2008,32A,NVT,5092,26,
SMRU146,ERR049080,Maela,2008,28F,NVT,4402,26,
SMRU164,ERR049098,Maela,2008,4,VT,5120,26,
SMRU222,ERR049941,Maela,2008,3,NVT,4389,26,
SMRU227,ERR049946,Maela,2008,32A,NVT,5092,26,
SMRU240,ERR049959,Maela,2008,32A,NVT,5092,26,
SMRU917,ERR049988,Maela,2008,13,NVT,901,26,
SMRU973,ERR050044,Maela,2008,35B,NVT,SLV4935,26,
SMRU196,ERR050059,Maela,2008,3,NVT,4389,26,
SMRU201,ERR050064,Maela,2008,32A,NVT,5092,26,
SMRU207,ERR050070,Maela,2008,3,NVT,4389,26,
SMRU215,ERR050078,Maela,2008,28F,NVT,4402,26,
SMRU216,ERR050079,Maela,2008,28F,NVT,4402,26,
SMRU589,ERR051423,Maela,2008,28F,NVT,4399,26,
SMRU650,ERR051460,Maela,2008,3,NVT,4389,26,
SMRU658,ERR051468,Maela,2008,4,VT,5099,26,
SMRU659,ERR051469,Maela,2008,4,VT,5099,26,
SMRU685,ERR051495,Maela,2008,32A,NVT,5092,26,
SMRU716,ERR051526,Maela,2008,28F,NVT,4402,26,
SMRU718,ERR051528,Maela,2008,32F,NVT,5092,26,
SMRU728,ERR051538,Maela,2008,10A,NVT,4113,26,
SMRU1073,ERR051619,Maela,2008,32A,NVT,5092,26,
SMRU1090,ERR051636,Maela,2008,35C,NVT,SLV4935,26,
SMRU1126,ERR051672,Maela,2009,32F,NVT,5092,26,
SMRU241,ERR052578,Maela,2008,28F,NVT,4402,26,
SMRU247,ERR052584,Maela,2008,4,VT,5120,26,
SMRU250,ERR052587,Maela,2008,10A,NVT,4113,26,
SMRU254,ERR052591,Maela,2008,3,NVT,4389,26,
SMRU557,ERR052630,Maela,2008,10A,NVT,4113,26,
SMRU565,ERR052638,Maela,2008,4,VT,5099,26,
SMRU573,ERR052646,Maela,2008,3,NVT,4389,26,
SMRU1346,ERR054223,Maela,2009,10A,NVT,DLV4113,26,
SMRU1365,ERR054242,Maela,2009,13,NVT,901,26,
SMRU1384,ERR054261,Maela,2009,3,NVT,4389,26,
SMRU1398,ERR054275,Maela,2009,10A,NVT,4113,26,
SMRU1402,ERR054279,Maela,2009,3,NVT,4389,26,
SMRU1415,ERR054292,Maela,2009,13,NVT,901,26,
SMRU1202,ERR054295,Maela,2009,3,NVT,4389,26,
SMRU1204,ERR054297,Maela,2009,3,NVT,4389,26,
SMRU1210,ERR054303,Maela,2009,32F,NVT,5092,26,
SMRU1222,ERR054315,Maela,2009,35C,NVT,SLV4935,26,
SMRU1248,ERR054341,Maela,2009,28F,NVT,4399,26,
SMRU1265,ERR054358,Maela,2009,4,VT,5120,26,
SMRU1291,ERR054384,Maela,2009,13,NVT,901,26,
SMRU1485,ERR054434,Maela,2009,3,NVT,4389,26,
SMRU1498,ERR054446,Maela,2009,35C,NVT,SLV4935,26,
SMRU1523,ERR054471,Maela,2009,13,NVT,901,26,
SMRU1529,ERR054477,Maela,2009,10A,NVT,4113,26,
SMRU1554,ERR054502,Maela,2009,35C,NVT,SLV4935,26,
SMRU796,ERR054536,Maela,2008,28F,NVT,4402,26,
SMRU1131,ERR054583,Maela,2009,3,NVT,4389,26,
SMRU1175,ERR054627,Maela,2009,10A,NVT,4113,26,
SMRU1194,ERR054645,Maela,2009,35C,NVT,DLV4935,26,
SMRU1432,ERR056770,Maela,2009,3,NVT,4389,26,
SMRU1434,ERR056772,Maela,2009,3,NVT,4389,26,
SMRU1462,ERR056800,Maela,2009,35C,NVT,DLV4935,26,
SMRU1702,ERR056848,Maela,2009,32F,NVT,5092,26,
SMRU1719,ERR056865,Maela,2009,13,NVT,901,26,
SMRU1748,ERR056893,Maela,2009,35C,NVT,SLV4935,26,
SMRU1567,ERR057765,Maela,2009,4,VT,5120,26,
SMRU1577,ERR057775,Maela,2009,29,NVT,DLV4935,26,
SMRU1617,ERR057815,Maela,2009,10A,NVT,DLV4113,26,
SMRU1860,ERR057841,Maela,2009,13,NVT,901,26,
SMRU1878,ERR057859,Maela,2009,35C,NVT,SLV4935,26,
SMRU1981,ERR057962,Maela,2009,28F,NVT,4399,26,
SMRU1995,ERR057976,Maela,2009,28F,NVT,4402,26,
SMRU1640,ERR059964,Maela,2009,13,NVT,901,26,
SMRU1756,ERR059984,Maela,2009,29,NVT,DLV4935,26,
SMRU1766,ERR059994,Maela,2009,35C,NVT,SLV4935,26,
SMRU1773,ERR060001,Maela,2009,3,NVT,4389,26,
SMRU1814,ERR060018,Maela,2009,3,NVT,4389,26,
SMRU1817,ERR060021,Maela,2009,4,VT,5120,26,
SMRU1333,ERR060041,Maela,2009,13,NVT,901,26,
SMRU1785,ERR063794,Maela,2009,4,VT,5120,26,
SMRU2022,ERR063815,Maela,2009,10B,NVT,SLV4113,26,
SMRU2038,ERR063831,Maela,2009,3,NVT,4389,26,
SMRU2051,ERR063844,Maela,2009,10A,NVT,4113,26,
SMRU2054,ERR063847,Maela,2009,10A,NVT,4113,26,
SMRU2115,ERR063908,Maela,2009,4,VT,5120,26,
SMRU2169,ERR063962,Maela,2009,32A,NVT,5092,26,
SMRU2177,ERR063970,Maela,2009,13,NVT,901,26,
SMRU2188,ERR063981,Maela,2009,10A,NVT,DLV4113,26,
SMRU2423,ERR064161,Maela,2010,13,NVT,901,26,
SMRU2455,ERR064193,Maela,2010,35C,NVT,SLV4935,26,
SMRU2480,ERR064218,Maela,2010,28F,NVT,4399,26,
SMRU2275,ERR066242,Maela,2009,13,NVT,901,26,
SMRU2302,ERR066269,Maela,2010,4,VT,5120,26,
SMRU2323,ERR066290,Maela,2010,35C,NVT,DLV4935,26,
SMRU2373,ERR066340,Maela,2009,13,NVT,901,26,
SMRU2376,ERR066343,Maela,2010,13,NVT,901,26,
SMRU2556,ERR067779,Maela,2010,28F,NVT,4399,26,
SMRU2870,ERR067877,Maela,2010,10A,NVT,4113,26,
SMRU2875,ERR067882,Maela,2010,28F,NVT,4399,26,
SMRU2835,ERR067890,Maela,2010,10A,NVT,SLV4113,26,
SMRU2906,ERR067937,Maela,2010,10A,NVT,DLV4113,26,
SMRU2914,ERR067945,Maela,2010,10A,NVT,SLV4113,26,
SMRU2743,ERR069593,Maela,2010,10A,NVT,SLV4113,26,
SMRU2800,ERR069650,Maela,2010,4,VT,5120,26,
SMRU3046,ERR072195,Maela,2010,10A,NVT,SLV4113,26,
SMRU3051,ERR072200,Maela,2010,10A,NVT,4113,26,
SMRU3059,ERR072208,Maela,2010,10A,NVT,4113,26,
SMRU3092,ERR072241,Maela,2010,4,VT,5120,26,
SMRU2938,ERR084164,Maela,2010,28F,NVT,4399,26,
SMRU2982,ERR084208,Maela,2010,10A,NVT,SLV4113,26,
SMRU2983,ERR084209,Maela,2010,10A,NVT,DLV4113,26,
SMRU3002,ERR084228,Maela,2010,10A,NVT,4113,26,
SMRU3019,ERR084245,Maela,2010,13,NVT,901,26,
SMRU2233,ERR084251,Maela,2009,4,VT,5120,26,
SMRU2249,ERR084267,Maela,2009,10A,NVT,DLV4113,26,
SMRU3135,ERR084289,Maela,2009,13,NVT,901,26,
SMRU3114,ERR084316,Maela,2010,13,NVT,901,26,
SMRU3115,ERR084317,Maela,2010,13,NVT,901,26,
SMRU1023,ERR273542,Maela,2008,13,NVT,901,26,
SMRU693,ERR051503,Maela,2008,31,NVT,SLV1894,27,
SMRU1110,ERR051656,Maela,2008,31,NVT,1684,27,
SMRU1292,ERR054385,Maela,2009,31,NVT,1684,27,
SMRU781,ERR054521,Maela,2008,31,NVT,1684,27,
SMRU798,ERR054538,Maela,2008,31,NVT,1684,27,
SMRU1697,ERR056843,Maela,2009,31,NVT,1684,27,
SMRU1738,ERR056883,Maela,2009,31,NVT,1684,27,
SMRU1996,ERR057977,Maela,2009,31,NVT,SLV1894,27,
SMRU2220,ERR066211,Maela,2009,31,NVT,1684,27,
SMRU2267,ERR066234,Maela,2009,31,NVT,SLV1894,27,
SMRU67,ERR039626,Maela,2008,NT,NVT,7596,28,
SMRU102,ERR047899,Maela,2008,NT,NVT,7596,28,
SMRU143,ERR047940,Maela,2008,NT,NVT,5107,28,
SMRU328,ERR048053,Maela,2008,NT,NVT,5107,28,
SMRU964,ERR050035,Maela,2008,NT,NVT,5107,28,
SMRU1235,ERR054328,Maela,2009,NT,NVT,SLV5113,28,
SMRU1537,ERR054485,Maela,2009,NT,NVT,SLV5113,28,
SMRU1322,ERR060030,Maela,2009,NT,NVT,DLV4589,28,
SMRU2838,ERR067893,Maela,2010,NT,NVT,5107,28,
SMRU2749,ERR069599,Maela,2010,NT,NVT,5107,28,
SMRU122,ERR047919,Maela,2008,19F,VT,81,29,
SMRU438,ERR048115,Maela,2008,19F,VT,81,29,
SMRU477,ERR048154,Maela,2008,19F,VT,81,29,
SMRU517,ERR048194,Maela,2008,19F,VT,81,29,
SMRU891,ERR049962,Maela,2008,19F,VT,81,29,
SMRU735,ERR051545,Maela,2008,19F,VT,81,29,
SMRU1065,ERR051611,Maela,2008,19F,VT,81,29,
SMRU1078,ERR051624,Maela,2008,19F,VT,81,29,
SMRU1273,ERR054366,Maela,2009,19F,VT,81,29,
SMRU1528,ERR054476,Maela,2009,19F,VT,81,29,
SMRU770,ERR054510,Maela,2008,19F,VT,81,29,
SMRU816,ERR054556,Maela,2008,19F,VT,81,29,
SMRU1153,ERR054605,Maela,2009,19F,VT,81,29,
SMRU1190,ERR054641,Maela,2009,19F,VT,81,29,
SMRU855,ERR056721,Maela,2008,19F,VT,81,29,
SMRU1439,ERR056777,Maela,2009,19F,VT,81,29,
SMRU1908,ERR057889,Maela,2009,19F,VT,81,29,
SMRU2004,ERR057985,Maela,2009,19F,VT,81,29,
SMRU1809,ERR060013,Maela,2009,19F,VT,81,29,
SMRU2102,ERR063895,Maela,2009,19F,VT,81,29,
SMRU2109,ERR063902,Maela,2009,19F,VT,81,29,
SMRU2501,ERR064006,Maela,2010,19F,VT,81,29,
SMRU2422,ERR064160,Maela,2010,19F,VT,81,29,
SMRU2372,ERR066339,Maela,2009,19F,VT,81,29,
SMRU2375,ERR066342,Maela,2010,19F,VT,81,29,
SMRU2558,ERR067781,Maela,2010,19F,VT,81,29,
SMRU2617,ERR067840,Maela,2010,19F,VT,81,29,
SMRU2889,ERR067920,Maela,2010,19F,VT,81,29,
SMRU2954,ERR084180,Maela,2010,19F,VT,81,29,
SMRU27,ERR039586,Maela,2007,7F,NVT,3545,30,
SMRU307,ERR047984,Maela,2008,7F,NVT,3545,30,
SMRU427,ERR048104,Maela,2008,7F,NVT,3545,30,
SMRU440,ERR048117,Maela,2008,7F,NVT,3545,30,
SMRU527,ERR048204,Maela,2008,7F,NVT,3545,30,
SMRU208,ERR050071,Maela,2008,7F,NVT,3545,30,
SMRU1003,ERR051573,Maela,2008,7F,NVT,3545,30,
SMRU1057,ERR051603,Maela,2008,7F,NVT,3545,30,
SMRU1099,ERR051645,Maela,2008,7F,NVT,3545,30,
SMRU1663,ERR056809,Maela,2009,7F,NVT,3545,30,
SMRU1795,ERR063804,Maela,2009,7F,NVT,3545,30,
SMRU544,ERR273495,Maela,2008,7F,NVT,3545,30,
SMRU21,ERR039580,Maela,2007,35F,NVT,4406,31,
SMRU38,ERR039597,Maela,2008,35F,NVT,4406,31,
SMRU115,ERR047912,Maela,2008,35F,NVT,4406,31,
SMRU349,ERR048074,Maela,2008,35F,NVT,870,31,
SMRU162,ERR049096,Maela,2008,35F,NVT,4406,31,
SMRU167,ERR049101,Maela,2008,35F,NVT,4406,31,
SMRU262,ERR052599,Maela,2008,35F,NVT,4406,31,
SMRU560,ERR052633,Maela,2008,35F,NVT,4406,31,
SMRU1393,ERR054270,Maela,2009,35F,NVT,4406,31,
SMRU1416,ERR054293,Maela,2009,9N,NVT,3983,31,
SMRU1507,ERR054455,Maela,2009,9N,NVT,3983,31,
SMRU1160,ERR054612,Maela,2009,9N,NVT,3983,31,
SMRU835,ERR056701,Maela,2008,9N,NVT,3983,31,
SMRU1688,ERR056834,Maela,2009,35F,NVT,4406,31,
SMRU1963,ERR057944,Maela,2009,35F,NVT,4406,31,
SMRU2015,ERR057996,Maela,2009,35F,NVT,4406,31,
SMRU2066,ERR063859,Maela,2009,35F,NVT,4406,31,
SMRU2529,ERR064034,Maela,2010,9N,NVT,3983,31,
SMRU26,ERR039585,Maela,2007,17F,NVT,2355,34,
SMRU42,ERR039601,Maela,2008,19A,NVT,230,34,
SMRU62,ERR039621,Maela,2008,17F,NVT,2355,34,
SMRU93,ERR039652,Maela,2008,17F,NVT,2355,34,
SMRU105,ERR047902,Maela,2008,19A,NVT,230,34,
SMRU114,ERR047911,Maela,2008,19A,NVT,230,34,
SMRU281,ERR047958,Maela,2008,19A,NVT,230,34,
SMRU288,ERR047965,Maela,2008,NT,NVT,230,34,
SMRU495,ERR048172,Maela,2008,19A,NVT,1701,34,
SMRU172,ERR049106,Maela,2008,17F,NVT,2355,34,
SMRU187,ERR049121,Maela,2008,19A,NVT,230,34,
SMRU233,ERR049952,Maela,2008,19A,NVT,1701,34,
SMRU920,ERR049991,Maela,2008,19A,NVT,1701,34,
SMRU203,ERR050066,Maela,2008,19A,NVT,230,34,
SMRU711,ERR051521,Maela,2008,19A,NVT,230,34,
SMRU1097,ERR051643,Maela,2008,7B,NVT,230,34,
SMRU1116,ERR051662,Maela,2009,19A,NVT,1701,34,
SMRU1392,ERR054269,Maela,2009,19A,NVT,1701,34,
SMRU1409,ERR054286,Maela,2009,17F,NVT,2355,34,
SMRU1277,ERR054370,Maela,2009,19A,NVT,230,34,
SMRU1311,ERR054404,Maela,2009,17F,NVT,2355,34,
SMRU1467,ERR054416,Maela,2009,19A,NVT,5227,34,
SMRU1558,ERR054506,Maela,2009,19A,NVT,5227,34,
SMRU1560,ERR054508,Maela,2009,19A,NVT,5125,34,
SMRU807,ERR054547,Maela,2008,19A,NVT,230,34,
SMRU866,ERR054558,Maela,2008,19A,NVT,1701,34,
SMRU1162,ERR054614,Maela,2009,7B,NVT,230,34,
SMRU1186,ERR054638,Maela,2009,19A,NVT,230,34,
SMRU818,ERR056684,Maela,2008,19A,NVT,5227,34,
SMRU1664,ERR056810,Maela,2009,19A,NVT,5227,34,
SMRU1689,ERR056835,Maela,2009,19A,NVT,230,34,
SMRU1691,ERR056837,Maela,2009,19A,NVT,1701,34,
SMRU1699,ERR056845,Maela,2009,19A,NVT,230,34,
SMRU1718,ERR056864,Maela,2009,19A,NVT,1701,34,
SMRU1745,ERR056890,Maela,2009,19A,NVT,5227,34,
SMRU1601,ERR057799,Maela,2009,19A,NVT,1701,34,
SMRU1607,ERR057805,Maela,2009,17F,NVT,2355,34,
SMRU1629,ERR057827,Maela,2009,19A,NVT,1701,34,
SMRU1875,ERR057856,Maela,2009,19A,NVT,1701,34,
SMRU1909,ERR057890,Maela,2009,19A,NVT,1701,34,
SMRU1942,ERR057923,Maela,2009,19A,NVT,1701,34,
SMRU2001,ERR057982,Maela,2009,19A,NVT,1701,34,
SMRU2007,ERR057988,Maela,2009,19A,NVT,1701,34,
SMRU1652,ERR059976,Maela,2009,19A,NVT,1701,34,
SMRU1757,ERR059985,Maela,2009,19A,NVT,5125,34,
SMRU1767,ERR059995,Maela,2009,19A,NVT,1701,34,
SMRU2063,ERR063856,Maela,2009,19A,NVT,5125,34,
SMRU2100,ERR063893,Maela,2009,19A,NVT,1701,34,
SMRU2172,ERR063965,Maela,2009,7B,NVT,1701,34,
SMRU2190,ERR063983,Maela,2009,19A,NVT,DLV8460,34,
SMRU2194,ERR063987,Maela,2009,19A,NVT,1701,34,
SMRU2198,ERR063991,Maela,2009,19A,NVT,1701,34,
SMRU2206,ERR063999,Maela,2009,17F,NVT,2355,34,
SMRU2526,ERR064031,Maela,2010,7B,NVT,1701,34,
SMRU2540,ERR064045,Maela,2010,19A,NVT,5227,34,
SMRU3146,ERR064051,Maela,2009,19A,NVT,1701,34,
SMRU2676,ERR064078,Maela,2010,17F,NVT,2355,34,
SMRU2710,ERR064112,Maela,2010,7B,NVT,1701,34,
SMRU2711,ERR064113,Maela,2010,7B,NVT,1701,34,
SMRU2716,ERR064118,Maela,2010,7B,NVT,1701,34,
SMRU2729,ERR064131,Maela,2010,7B,NVT,1701,34,
SMRU2404,ERR064142,Maela,2010,19A,NVT,5227,34,
SMRU2412,ERR064150,Maela,2010,19A,NVT,1701,34,
SMRU2413,ERR064151,Maela,2010,19A,NVT,1701,34,
SMRU2444,ERR064182,Maela,2010,19A,NVT,5227,34,
SMRU2465,ERR064203,Maela,2010,19A,NVT,1701,34,
SMRU2471,ERR064209,Maela,2010,19A,NVT,1701,34,
SMRU2492,ERR064230,Maela,2010,19A,NVT,4209,34,
SMRU2645,ERR066180,Maela,2010,19A,NVT,5227,34,
SMRU2297,ERR066264,Maela,2010,19A,NVT,1701,34,
SMRU2299,ERR066266,Maela,2010,17F,NVT,2355,34,
SMRU2306,ERR066273,Maela,2010,19A,NVT,1701,34,
SMRU2339,ERR066306,Maela,2010,19A,NVT,1701,34,
SMRU2343,ERR066310,Maela,2010,7B,NVT,1701,34,
SMRU2362,ERR066329,Maela,2010,19A,NVT,1701,34,
SMRU2382,ERR066349,Maela,2010,19A,NVT,1701,34,
SMRU2578,ERR067801,Maela,2010,19A,NVT,5227,34,
SMRU2635,ERR067858,Maela,2010,7B,NVT,1701,34,
SMRU2864,ERR067871,Maela,2010,19A,NVT,5227,34,
SMRU2865,ERR067872,Maela,2010,19A,NVT,5227,34,
SMRU2866,ERR067873,Maela,2010,19A,NVT,5227,34,
SMRU2834,ERR067889,Maela,2010,19A,NVT,5227,34,
SMRU2845,ERR067900,Maela,2010,19A,NVT,1701,34,
SMRU2925,ERR067956,Maela,2010,19A,NVT,5227,34,
SMRU3082,ERR072231,Maela,2010,17F,NVT,2355,34,
SMRU3088,ERR072237,Maela,2010,19A,NVT,1701,34,
SMRU3094,ERR072243,Maela,2010,19A,NVT,1701,34,
SMRU2930,ERR084156,Maela,2010,19A,NVT,1701,34,
SMRU2952,ERR084178,Maela,2010,17F,NVT,2355,34,
SMRU2985,ERR084211,Maela,2010,19A,NVT,1701,34,
SMRU2995,ERR084221,Maela,2010,19A,NVT,1701,34,
SMRU2244,ERR084262,Maela,2009,19A,NVT,1701,34,
SMRU3104,ERR084306,Maela,2008,19A,NVT,1701,34,
SMRU1838,ERR089629,Maela,2009,19A,NVT,5227,34,
SMRU1025,ERR273544,Maela,2008,19A,NVT,1701,34,
SMRU400,ERR048029,Maela,2008,15B,NVT,DLV1961,36,
SMRU742,ERR051552,Maela,2008,15B,NVT,1961,36,
SMRU1088,ERR051634,Maela,2008,15B,NVT,1961,36,
SMRU1693,ERR056839,Maela,2009,15B,NVT,1961,36,
SMRU1582,ERR057780,Maela,2009,15B,NVT,1961,36,
SMRU1612,ERR057810,Maela,2009,15C,NVT,1961,36,
SMRU1947,ERR057928,Maela,2009,15A,NVT,SLV1961,36,
SMRU1759,ERR059987,Maela,2009,15B,NVT,1961,36,
SMRU1335,ERR060043,Maela,2009,NT,NVT,unknown,36,
SMRU1789,ERR063798,Maela,2009,15C,NVT,1961,36,
SMRU2042,ERR063835,Maela,2009,15B,NVT,DLV1961,36,
SMRU2081,ERR063874,Maela,2009,15B,NVT,DLV1961,36,
SMRU2509,ERR064014,Maela,2010,15C,NVT,7629,36,
SMRU2484,ERR064222,Maela,2010,15C,NVT,6173,36,
SMRU2301,ERR066268,Maela,2010,15B,NVT,DLV1961,36,
SMRU2851,ERR067906,Maela,2010,15B,NVT,1961,36,
SMRU2790,ERR069640,Maela,2010,15B,NVT,1961,36,
SMRU3038,ERR072187,Maela,2010,15C,NVT,1961,36,
SMRU3084,ERR072233,Maela,2010,15B,NVT,1961,36,
SMRU1,ERR039560,Maela,2007,NT,NVT,6687,37,
SMRU9,ERR039568,Maela,2007,NT,NVT,4130,37,
SMRU36,ERR039595,Maela,2008,NT,NVT,4130,37,
SMRU81,ERR039640,Maela,2008,NT,NVT,4130,37,
SMRU347,ERR048072,Maela,2008,NT,NVT,4130,37,
SMRU417,ERR048094,Maela,2008,NT,NVT,6695,37,
SMRU420,ERR048097,Maela,2008,NT,NVT,5101,37,
SMRU437,ERR048114,Maela,2008,NT,NVT,4130,37,
SMRU148,ERR049082,Maela,2008,NT,NVT,4449,37,
SMRU152,ERR049086,Maela,2008,NT,NVT,5101,37,
SMRU161,ERR049095,Maela,2008,NT,NVT,4130,37,
SMRU230,ERR049949,Maela,2008,NT,NVT,4453,37,
SMRU899,ERR049970,Maela,2008,NT,NVT,unknown,37,
SMRU924,ERR049995,Maela,2008,NT,NVT,unknown,37,
SMRU972,ERR050043,Maela,2008,NT,NVT,unknown,37,
SMRU587,ERR051421,Maela,2008,NT,NVT,6713,37,
SMRU602,ERR051436,Maela,2008,NT,NVT,4453,37,
SMRU703,ERR051513,Maela,2008,NT,NVT,unknown,37,
SMRU713,ERR051523,Maela,2008,NT,NVT,5126,37,
SMRU1084,ERR051630,Maela,2008,NT,NVT,4130,37,
SMRU242,ERR052579,Maela,2008,NT,NVT,SLV4389,37,
SMRU1397,ERR054274,Maela,2009,NT,NVT,6726,37,
SMRU1623,ERR057821,Maela,2009,NT,NVT,unknown,37,
SMRU1925,ERR057906,Maela,2009,NT,NVT,unknown,37,
SMRU1821,ERR060025,Maela,2009,NT,NVT,unknown,37,
SMRU2566,ERR067789,Maela,2010,NT,NVT,unknown,37,
SMRU2602,ERR067825,Maela,2010,NT,NVT,unknown,37,
SMRU2791,ERR069641,Maela,2010,NT,NVT,unknown,37,
SMRU3049,ERR072198,Maela,2010,NT,NVT,unknown,37,
SMRU3056,ERR072205,Maela,2010,NT,NVT,unknown,37,
SMRU3071,ERR072220,Maela,2010,NT,NVT,unknown,37,
SMRU390,ERR048019,Maela,2008,37,NVT,447,38,
SMRU473,ERR048150,Maela,2008,37,NVT,447,38,
SMRU195,ERR050058,Maela,2008,37,NVT,447,38,
SMRU584,ERR051418,Maela,2008,37,NVT,447,38,
SMRU676,ERR051486,Maela,2008,37,NVT,447,38,
SMRU865,ERR054557,Maela,2008,37,NVT,447,38,
SMRU1604,ERR057802,Maela,2009,37,NVT,1033,38,
SMRU2182,ERR063975,Maela,2009,37,NVT,447,38,
SMRU2282,ERR066249,Maela,2010,37,NVT,447,38,
SMRU2334,ERR066301,Maela,2010,37,NVT,447,38,
SMRU993,ERR051563,Maela,2008,23F,VT,242,39,
