SANGER SAMPLE ID,SANGER PLATE ID,WELL,SUPPLIER SAMPLE NAME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for EGA),PHENOTYPE (required for EGA),V33,Study ID,Lane Name,Cycles,Reads,Bases,Map Type,Reference,Reference Size,Mapper,Mapstats ID,Mapped %,Paired %,Mean Insert Size,Depth of Coverage,Depth of Coverage sd,Adapter %,Transposon %,Genome Covered,Duplication Rate,Error Rate,NPG QC,Manual QC,No. Het SNPs,% Het SNPs (Total Genome),% Het SNPs (Genome Covered),% Het SNPs (Total No. of SNPs),QC Pipeline,Mapping Pipeline,Archiving Pipeline,SNP Calling Pipeline,RNASeq Pipeline,Assembly Pipeline,Annotation Pipeline,percent_pneumo
pneuDEEP7564196,DN532018W,E4,09B03744,,97.5,344.7,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03744,NA,NA,5000,27689_4#47,151,4522748,682934948,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371072,87,86.2,478.1,267.48,136.14,0.1,NA,86.83,0.0014,0.012,pass,pending,289,0.01,0.02,2.85,Done,-,Done,-,-,Done,Done,94.61
pneuDEEP7564197,DN532018W,F4,09B03813,,97.5,228.8,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03813,NA,NA,5000,27689_4#49,151,4942794,746361894,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371075,88.2,87.4,462.6,296.24,158.97,0,NA,86.65,0.001,0.012,pass,pending,270,0.01,0.01,2.69,Done,-,Done,-,-,Done,Done,94.87
pneuDEEP7564201,DN532018W,B5,09B03516,,97.5,12.1,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03516,NA,NA,5000,27644_5#148,151,4939414,745851514,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342905,84.1,83.4,465.4,282.38,136.78,0.1,NA,87.54,9e-04,0.013,pass,pending,226,0.01,0.01,2.29,Done,-,Done,-,-,Done,Done,90.79
pneuDEEP7564202,DN532018W,C5,09B03596,,97.5,30.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03596,NA,NA,5000,27644_5#150,151,3867622,584010922,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342908,81.1,80.3,487,213.15,106.8,0.1,NA,90.22,0.0013,0.013,pass,pending,3682,0.17,0.19,31.32,Done,-,Done,-,-,Done,Done,91.17
pneuDEEP7564203,DN532018W,D5,09B03691,,97.5,591.5,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03691,NA,NA,5000,27644_5#152,151,4637192,700215992,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342911,73.6,72.9,470.4,232.12,139.65,0.1,NA,90.88,0.0012,0.013,pass,pending,193,0.01,0.01,1.93,Done,-,Done,-,-,Done,Done,91.06
pneuDEEP7564204,DN532018W,E5,09B03745,,97.5,73,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03745,NA,NA,5000,27644_5#154,151,3942430,595306930,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342914,87.6,86.7,545.3,234.7,130.6,0.1,NA,87.7,0.0015,0.014,pass,pending,211,0.01,0.01,2.07,Done,-,Done,-,-,Done,Done,93.83
pneuDEEP7564206,DN532018W,G5,09B03908,,97.5,634.8,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03908,NA,NA,5000,27689_4#51,151,5007334,756107434,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371078,79.6,78.8,484.2,271.04,139.02,0,NA,88.98,0.0012,0.012,pass,pending,236,0.01,0.01,2.35,Done,-,Done,-,-,Done,Done,89.39
pneuDEEP7564207,DN532018W,H5,09B03984,,97.5,338.7,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03984,NA,NA,5000,27689_4#53,151,4499176,679375576,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371081,80.4,79.6,481.1,245.88,118.44,0.1,NA,88.76,0.0014,0.012,pass,pending,278,0.01,0.01,2.85,Done,-,Done,-,-,Done,Done,91.53
pneuDEEP7564208,DN532018W,A6,09B03459,,97.5,105.7,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03459,NA,NA,5000,27644_5#158,151,4712224,711545824,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342920,76.7,76,495.8,245.84,131.46,0.1,NA,87.05,0.001,0.013,pass,pending,179,0.01,0.01,1.85,Done,-,Done,-,-,Done,Done,91.73
pneuDEEP7564209,DN532018W,B6,09B03517,,97.5,199.2,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03517,NA,NA,5000,27689_4#56,151,4074426,615238326,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371084,80.2,79.4,464.4,222.12,112.98,0,NA,87.4,0.0015,0.011,pass,pending,151,0.01,0.01,1.54,Done,-,Done,-,-,Done,Done,92.96
pneuDEEP7564210,DN532018W,C6,09B03601,,97.5,71.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03601,NA,NA,5000,27644_5#160,151,4418430,667182930,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342923,82.7,81.9,488.2,248.28,116.64,0.1,NA,92.99,0.001,0.013,pass,pending,9697,0.44,0.48,63.2,Done,-,Done,-,-,Done,Done,90.52
pneuDEEP7564211,DN532018W,D6,09B03693,,97.5,669,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03693,NA,NA,5000,27689_4#58,151,4652058,702460758,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371087,85,84.2,477.6,268.8,175.77,0,NA,88.37,0.0012,0.012,pass,pending,4543,0.2,0.24,38.5,Done,-,Done,-,-,Done,Done,93.02
pneuDEEP7564212,DN532018W,E6,09B03746,,97.5,1026.7,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03746,NA,NA,5000,27689_4#60,151,5335892,805719692,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371090,85.2,84.5,432.4,308.8,207.68,0,NA,90.14,0.0011,0.011,pass,pending,2053,0.09,0.1,19.74,Done,-,Done,-,-,Done,Done,93.78
pneuDEEP7564213,DN532018W,F6,09B03817,,97.5,62.1,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03817,NA,NA,5000,27644_5#162,151,4267330,644366830,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342926,80.1,79.2,493,232.44,164.04,0.1,NA,89.1,0.0013,0.013,pass,pending,211,0.01,0.01,2.16,Done,-,Done,-,-,Done,Done,89.4
pneuDEEP7564214,DN532018W,G6,09B03922,,97.5,364.6,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03922,NA,NA,5000,27689_4#62,151,5473470,826493970,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371093,84.5,83.7,444.3,314.24,153.68,0.1,NA,90.87,9e-04,0.011,pass,pending,6485,0.29,0.33,51.01,Done,-,Done,-,-,Done,Done,93.55
pneuDEEP7564215,DN532018W,H6,09B03997,,97.5,44.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03997,NA,NA,5000,27644_5#164,151,4553868,687634068,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342929,77.3,76.5,481.4,239.1,124.08,0.1,NA,91.1,9e-04,0.014,pass,pending,8083,0.36,0.41,57.91,Done,-,Done,-,-,Done,Done,84.67
pneuDEEP7564216,DN532018W,A7,09B03461,,97.5,188.6,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03461,NA,NA,5000,27689_4#64,151,4920232,742955032,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371096,83.6,82.6,484.7,279.51,137.69,0,NA,86.58,0.0011,0.012,pass,pending,229,0.01,0.01,2.34,Done,-,Done,-,-,Done,Done,93.5
pneuDEEP7564217,DN532018W,B7,09B03532,,97.5,104.6,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03532,NA,NA,5000,27644_5#166,151,4098658,618897358,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342932,72.9,72.1,486.8,203.1,98.4,0.1,NA,91.2,0.001,0.014,pass,pending,8003,0.36,0.41,57.35,Done,-,Done,-,-,Done,Done,83.99
pneuDEEP7564218,DN532018W,C7,09B03605,,97.5,227.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03605,NA,NA,5000,27689_4#66,151,4911640,741657640,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371099,88.5,87.7,464.6,295.54,156.87,0.1,NA,90.58,0.0014,0.011,pass,pending,319,0.01,0.02,3.09,Done,-,Done,-,-,Done,Done,93.54
pneuDEEP7564220,DN532018W,E7,09B03752,,97.5,101.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03752,NA,NA,5000,27644_5#170,151,3030494,457604594,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342938,80.6,79.8,499.3,166.04,115.56,0.1,NA,89.15,0.0022,0.013,pass,pending,206,0.01,0.01,2.09,Done,-,Done,-,-,Done,Done,89.14
pneuDEEP7564221,DN532018W,F7,09B03821,,97.5,281,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03821,NA,NA,5000,27644_5#172,151,3964438,598630138,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342941,65.2,64.5,483.8,175.75,128.05,0.1,NA,88.12,0.0023,0.013,pass,pending,175,0.01,0.01,1.8,Done,-,Done,-,-,Done,Done,88.4
pneuDEEP7564223,DN532018W,H7,09B04009,,97.5,412.2,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B04009,NA,NA,5000,27689_4#68,151,5315284,802607884,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371102,87.1,86.5,431.7,314.88,148.16,0.2,NA,88.72,8e-04,0.011,pass,pending,242,0.01,0.01,2.38,Done,-,Done,-,-,Done,Done,93.68
pneuDEEP7564224,DN532018W,A8,09B03471,,97.5,399,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03471,NA,NA,5000,27689_4#70,151,4834392,729993192,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371105,82.1,81.4,464,269.85,137.34,0.1,NA,89.48,0.0011,0.012,pass,pending,1097,0.05,0.06,10.55,Done,-,Done,-,-,Done,Done,91.52
pneuDEEP7564225,DN532018W,B8,09B03534,,97.5,19.8,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03534,NA,NA,5000,27644_5#176,151,4725610,713567110,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342947,82,81.4,499.3,263.27,104.3,0.1,NA,92.12,8e-04,0.012,pass,pending,251,0.01,0.01,3.1,Done,-,Done,-,-,Done,Done,83.47
pneuDEEP7564226,DN532018W,C8,09B03614,,97.5,139.2,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03614,NA,NA,5000,27689_4#72,151,4554546,687736446,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371108,86.1,85.4,457.4,266.46,231.18,0.1,NA,92.15,0.0018,0.012,pass,pending,797,0.04,0.04,7.61,Done,-,Done,-,-,Done,Done,86.44
pneuDEEP7564227,DN532018W,D8,09B03708,,97.5,370.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03708,NA,NA,5000,27689_4#74,151,4679264,706568864,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371111,83.9,83,491.6,266.7,126.56,0,NA,90.38,0.0011,0.012,pass,pending,2589,0.12,0.13,23.85,Done,-,Done,-,-,Done,Done,93.29
pneuDEEP7564228,DN532018W,E8,09B03757,,97.5,21.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03757,NA,NA,5000,27644_5#178,151,3958936,597799336,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342950,77,76.2,501.9,207.25,100.55,0.1,NA,90.43,0.0012,0.014,pass,pending,8367,0.38,0.43,58.11,Done,-,Done,-,-,Done,Done,85.47
pneuDEEP7564229,DN532018W,F8,09B03823,,97.5,440.6,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03823,NA,NA,5000,27689_4#76,151,4838054,730546154,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371114,84,83.3,465.7,276.36,127.82,0.1,NA,87.62,0.001,0.011,pass,pending,232,0.01,0.01,2.4,Done,-,Done,-,-,Done,Done,92.59
pneuDEEP7564230,DN532018W,G8,09B03924,,97.5,7.8,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03924,NA,NA,5000,27644_5#179,151,4960156,748983556,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342953,83.3,82.6,459.7,280.77,122.92,0.1,NA,90.05,9e-04,0.013,pass,pending,246,0.01,0.01,2.4,Done,-,Done,-,-,Done,Done,91.79
pneuDEEP7564231,DN532018W,H8,09B04010,,97.5,97.1,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B04010,NA,NA,5000,27644_5#181,151,4436274,669877374,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342956,80.7,79.8,490.2,243.24,124.56,0.1,NA,89.14,0.0011,0.014,pass,pending,185,0.01,0.01,1.81,Done,-,Done,-,-,Done,Done,86.95
pneuDEEP7564232,DN532018W,A9,09B03474,,97.5,507.2,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03474,NA,NA,5000,27689_4#78,151,4989924,753478524,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371117,80.1,79.4,456.4,271.67,131.6,0.1,NA,88.37,0.0012,0.011,pass,pending,300,0.01,0.02,3.02,Done,-,Done,-,-,Done,Done,90.01
pneuDEEP7564233,DN532018W,B9,09B03538,,97.5,28.2,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03538,NA,NA,5000,27644_5#183,151,4269980,644766980,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342959,85.5,84.8,484.2,248.1,114.72,0.1,NA,89.15,8e-04,0.013,pass,pending,246,0.01,0.01,2.42,Done,-,Done,-,-,Done,Done,90.91
pneuDEEP7564234,DN532018W,C9,09B03623,,97.5,148.7,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03623,NA,NA,5000,27644_5#185,151,4388756,662702156,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342962,85.5,84.8,484.6,255.18,115.32,0.1,NA,92.44,9e-04,0.013,pass,pending,1303,0.06,0.07,12.37,Done,-,Done,-,-,Done,Done,91
pneuDEEP7564235,DN532018W,D9,09B03712,,97.5,11.9,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03712,NA,NA,5000,27644_5#187,151,4772650,720670150,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342965,79.7,78.9,471.2,258.58,126.42,0.1,NA,93.38,9e-04,0.012,pass,pending,9585,0.43,0.47,63.58,Done,-,Done,-,-,Done,Done,89.23
pneuDEEP7564237,DN532018W,F9,09B03827,,97.5,26.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03827,NA,NA,5000,27644_5#189,151,4591850,693369350,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342968,80.6,80,491.6,251.58,142.14,0.1,NA,88.79,0.0012,0.013,pass,pending,164,0.01,0.01,1.63,Done,-,Done,-,-,Done,Done,93.4
pneuDEEP7564238,DN532018W,G9,09B03926,,97.5,91.9,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03926,NA,NA,5000,27644_5#191,151,4639518,700567218,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342971,82.7,81.9,501.3,260.96,122.43,0.1,NA,88.57,9e-04,0.013,pass,pending,522,0.02,0.03,5.04,Done,-,Done,-,-,Done,Done,91.88
pneuDEEP7564239,DN532018W,H9,09B04015,,97.5,388.2,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B04015,NA,NA,5000,27689_4#80,151,5786270,873726770,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371120,87.8,87.2,409.8,345.36,221.36,0.2,NA,85.91,0.0011,0.01,pass,pending,205,0.01,0.01,2.17,Done,-,Done,-,-,Done,Done,94.58
pneuDEEP7564240,DN532018W,A10,09B03489,,97.5,21.7,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03489,NA,NA,5000,27644_5#1,151,4469658,674918358,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342974,78.7,77.9,476.4,238.92,114.84,0.2,NA,89.24,0.0011,0.014,pass,pending,231,0.01,0.01,2.27,Done,-,Done,-,-,Done,Done,85.94
pneuDEEP7564241,DN532018W,B10,09B03547,,97.5,66.9,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03547,NA,NA,5000,27644_5#3,151,3974066,600083966,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342977,79,78.1,512.3,213.18,101.76,0.1,NA,88.59,0.001,0.013,pass,pending,242,0.01,0.01,2.55,Done,-,Done,-,-,Done,Done,92.55
pneuDEEP7564242,DN532018W,C10,09B03626,,97.5,418,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03626,NA,NA,5000,27689_4#82,151,5109316,771506716,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371123,84.2,83.6,441.5,292.39,142.87,0.1,NA,87.35,0.0011,0.012,pass,pending,246,0.01,0.01,2.45,Done,-,Done,-,-,Done,Done,91.67
pneuDEEP7564243,DN532018W,D10,09B03714,,97.5,264.1,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03714,NA,NA,5000,27689_4#84,151,4544860,686273860,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371126,72.9,72.3,475.4,225.3,124.2,0.1,NA,93.09,0.0013,0.012,pass,pending,7651,0.34,0.38,56.15,Done,-,Done,-,-,Done,Done,75.59
pneuDEEP7564244,DN532018W,E10,09B03783,,97.5,60.7,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03783,NA,NA,5000,27644_5#5,151,3994462,603163762,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342980,96.8,96.4,490.2,262.8,91.5,0.1,NA,97.44,7e-04,0.005,pass,pending,20,0,0,5.7,Done,-,Done,-,-,Done,Done,92.74
pneuDEEP7564245,DN532018W,F10,09B03844,,97.5,392.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03844,NA,NA,5000,27689_4#86,151,4687052,707744852,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371129,86.3,85.6,469.8,275.03,202.37,0,NA,86.68,0.0014,0.012,pass,pending,169,0.01,0.01,1.73,Done,-,Done,-,-,Done,Done,93.74
pneuDEEP7564246,DN532018W,G10,09B03927,,97.5,12.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03927,NA,NA,5000,27644_5#7,151,3762742,568174042,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2342983,78.6,77.8,488.7,201,96.7,0.1,NA,88.2,0.0012,0.013,pass,pending,242,0.01,0.01,2.37,Done,-,Done,-,-,Done,Done,87.67
pneuDEEP7564248,DN532018W,A11,09B03495,,97.5,187.5,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03495,NA,NA,5000,27689_4#88,151,4342178,655668878,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2371132,87.3,86.7,473.3,257.7,108.9,0,NA,94.08,0.001,0.012,pass,pending,7750,0.35,0.38,54.27,Done,-,Done,-,-,Done,Done,91.71
